CustomerID,Age,Gender,Income,VisitFrequency,AverageSpend,PreferredCuisine,MealType,OnlineReservation,DeliveryOrder,LoyaltyProgramMember,WaitTime
691,50,Female,52640,Monthly,113.68673870862466,Italian,Takeaway,1,0,1,12.886172541811952
692,23,Female,70427,Weekly,154.4626494649179,Mexican,Dine-in,0,1,1,42.90587508712201
693,54,Female,126716,Monthly,170.14540938305623,Mexican,Takeaway,1,0,0,48.388873633684355
694,67,Male,70219,Monthly,114.8528704165786,Chinese,Takeaway,0,1,1,6.855004902725776
695,19,Male,122435,Rarely,117.01335770070071,Indian,Takeaway,0,0,1,45.28200052685403
696,62,Female,131995,Rarely,140.13573003848268,Italian,Takeaway,0,0,0,55.92705503
697,30,Female,21526,Daily,108.43207100271142,Indian,Dine-in,1,0,0,38.92803249244071
698,50,Female,123950,Rarely,190.0271054295437,American,Dine-in,0,1,0,30.480202435131545
699,28,Female,105851,Weekly,157.19163953448464,Indian,Takeaway,0,0,0,24.851867042504516
700,38,Female,83286,Monthly,79.24104572455101,Italian,Takeaway,0,0,0,23.092681786263668
701,59,Female,136805,Weekly,69.55224223603513,American,Dine-in,0,0,0,23.548214495866688
702,28,Female,137669,Weekly,51.23810599054555,Indian,Takeaway,0,0,0,57.82709041146665
703,41,Female,98714,Monthly,154.49979122887007,Indian,Dine-in,1,1,1,43.328558132386746
704,48,Female,106670,Weekly,196.4614879909696,Italian,Takeaway,1,1,0,52.068877829146764
705,30,Male,39182,Daily,19.327413767192105,Italian,Dine-in,0,0,1,44.39602459245667
706,46,Female,73317,Weekly,63.30480129880968,Mexican,Dine-in,0,0,1,11.250475396482301
707,22,Female,46093,Weekly,71.62880175947997,Mexican,Dine-in,1,0,1,17.63863694668967
708,36,Female,149655,Monthly,64.44356242858763,American,Takeaway,1,0,1,5.405142682475046
709,44,Female,143378,Weekly,128.02954548748906,Italian,Dine-in,0,0,1,30.96715124
710,19,Female,81440,Rarely,79.74289499864963,Chinese,Takeaway,0,0,1,22.01369665656721
711,64,Male,22073,Weekly,25.70065876927672,Indian,Dine-in,0,0,0,21.50930823846471
712,18,Female,132427,Monthly,69.47179801,Italian,Takeaway,0,0,0,15.313884431881403
713,33,Male,95965,Monthly,23.424586471948196,American,Dine-in,0,0,0,44.58358808030987
714,50,Male,35296,Weekly,127.59106617400113,Italian,Dine-in,0,0,0,23.462179316005997
715,67,Female,45759,Monthly,159.6555008329881,American,Takeaway,0,0,1,8.914508225699729
716,52,Male,103379,Monthly,186.0016661122389,Chinese,Takeaway,0,1,1,40.37846581046714
717,21,Male,94550,Monthly,82.68534866940796,Chinese,Takeaway,1,0,0,24.060712483634852
718,33,Male,113609,Monthly,47.41528773340109,Mexican,Takeaway,1,1,1,39.45867191232583
719,46,Male,74785,Weekly,59.54093140453144,Mexican,Dine-in,1,0,0,46.76450187718029
720,64,Male,68238,Weekly,77.13059392465505,Indian,Takeaway,1,0,1,23.252417686959504
721,59,Female,75129,Monthly,135.65412177929394,Chinese,Takeaway,0,1,0,32.28980108065386
722,35,Male,33384,Monthly,92.85100276828095,Indian,Dine-in,0,0,1,17.195111134940774
723,56,Male,99022,Monthly,156.1174690546518,American,Takeaway,1,1,0,11.52363816782201
724,37,Male,129956,Weekly,169.79980748113164,Indian,Dine-in,0,1,1,32.84283636908177
725,43,Female,60400,Monthly,110.4936886,American,Dine-in,1,0,0,34.26930697531454
726,35,Male,109278,Monthly,171.01175179528457,Italian,Dine-in,0,1,0,13.507336711468366
727,34,Male,138642,Monthly,44.28467497,Italian,Takeaway,1,1,1,17.370943606123678
728,55,Male,122223,Weekly,134.35953259895211,Chinese,Dine-in,0,0,1,44.534005282649616
729,30,Female,37083,Monthly,174.69421118930478,Indian,Takeaway,0,1,1,35.061019634383435
730,53,Female,101003,Rarely,71.26849051382052,Italian,Dine-in,0,0,0,21.967922577124213
731,40,Female,33239,Monthly,169.87213987320945,Italian,Dine-in,1,1,0,35.750126939653676
732,65,Male,132529,Weekly,56.68449581780844,Indian,Dine-in,0,0,1,4.711531211473816
733,42,Male,31187,Rarely,27.396140819767677,Mexican,Takeaway,1,0,0,52.294613516131506
734,66,Female,31296,Monthly,180.70560670712734,Chinese,Dine-in,1,0,1,13.819072117100841
735,55,Male,147219,Monthly,58.95670906331606,Mexican,Dine-in,0,0,0,37.95880967
736,31,Male,81176,Monthly,175.60797172200816,Mexican,Takeaway,1,0,0,15.952505407965207
737,35,Female,62674,Monthly,54.49907538241679,Chinese,Takeaway,0,0,0,4.939157764265881
738,19,Female,63136,Monthly,16.50312405911477,Chinese,Takeaway,1,0,1,26.933251547629258
739,40,Female,133056,Rarely,73.12427373,Mexican,Takeaway,1,1,0,41.69616397041196
740,49,Male,69311,Daily,78.82268313,Chinese,Takeaway,1,1,1,27.89391375517908
741,62,Female,109896,Monthly,198.88872483744456,American,Takeaway,1,0,1,40.39578317
742,42,Female,41414,Monthly,189.33737936924274,Indian,Takeaway,0,0,0,50.07847330716494
743,56,Female,62028,Monthly,25.41359015427095,American,Takeaway,0,0,0,52.781067039322494
744,60,Male,30637,Monthly,171.97542283113074,Mexican,Takeaway,1,0,0,30.750022077290588
745,59,Male,108814,Weekly,63.044168675607516,American,Dine-in,0,0,0,56.15890278298813
746,68,Male,102517,Rarely,60.250086548673735,Italian,Takeaway,0,0,0,6.991291838321758
747,67,Male,47731,Rarely,58.06969888,American,Dine-in,1,1,1,6.428324721310165
748,64,Female,40967,Monthly,101.80423858473684,Mexican,Takeaway,0,0,1,19.63503246971268
749,20,Female,147362,Rarely,45.28098822902558,Indian,Dine-in,0,0,0,50.05664421360049
750,62,Male,30306,Monthly,128.9230921272936,Chinese,Takeaway,0,0,1,53.91950539882883
751,53,Male,99064,Weekly,46.92439381567322,Indian,Dine-in,0,1,0,7.345461975500658
752,28,Male,69615,Weekly,50.12980680270481,Indian,Dine-in,0,1,1,0.7088356291871944
753,49,Male,97990,Weekly,96.35249578197858,Italian,Takeaway,0,1,1,48.40492032671912
754,22,Female,129622,Weekly,49.358642139721084,Italian,Takeaway,0,1,1,53.03655060641394
755,57,Female,104198,Weekly,128.57454834490346,Italian,Dine-in,0,0,1,2.799522722376322
756,62,Male,115722,Rarely,20.837861562388223,Mexican,Dine-in,0,0,0,53.036909241723706
757,62,Male,137673,Monthly,86.14688538013783,Indian,Takeaway,1,0,0,59.959109959164046
758,46,Male,90343,Rarely,112.86492045345568,Italian,Dine-in,0,0,1,39.251054167838284
759,36,Female,23323,Monthly,187.67869038745988,Italian,Takeaway,1,0,1,23.549890218472274
760,65,Male,76833,Weekly,119.11744566759559,Italian,Takeaway,0,1,1,50.003073737008364
761,27,Female,79161,Rarely,148.13437662594933,Indian,Takeaway,1,1,0,56.650844764624956
762,19,Male,144849,Weekly,56.26213020777847,Indian,Dine-in,1,0,0,44.76592438247327
763,31,Male,77620,Monthly,148.70300833124838,Mexican,Dine-in,1,1,0,37.317387444850254
764,46,Male,112626,Weekly,163.887319,Mexican,Takeaway,0,1,1,9.412060949855972
765,50,Female,62418,Rarely,191.70694828036278,Chinese,Takeaway,0,1,0,35.414863500313096
766,61,Male,96506,Monthly,82.70579179,Chinese,Takeaway,0,0,1,8.398428906414313
767,26,Male,103668,Weekly,184.25312646011184,American,Dine-in,1,1,1,52.95483333701493
768,23,Male,39932,Weekly,197.17904615346436,Mexican,Dine-in,0,1,1,25.10452466109743
769,47,Male,88700,Rarely,145.28267212337477,Chinese,Takeaway,0,0,1,9.446441156600295
770,60,Male,92277,Rarely,165.16616183385608,Italian,Takeaway,1,0,0,31.57026939907849
771,66,Male,47508,Weekly,39.735443630109735,American,Dine-in,0,0,1,3.806570128966358
772,37,Female,66867,Monthly,11.004799437895954,Italian,Takeaway,0,0,1,17.85820676286213
773,40,Female,59224,Rarely,162.5509015372461,Chinese,Takeaway,0,0,1,49.57074116139822
774,62,Female,142534,Monthly,60.86597045518758,Indian,Takeaway,0,1,1,14.512495648632743
775,63,Female,132716,Weekly,177.6250712885947,Mexican,Dine-in,1,0,0,46.09175074628937
776,20,Female,38189,Monthly,80.61296109,Mexican,Dine-in,1,1,0,25.920611732818163
777,42,Female,60474,Weekly,194.61507364160272,Indian,Dine-in,0,1,0,0.020494034
778,60,Female,71105,Weekly,10.989760093919557,Indian,Takeaway,0,0,0,12.461725723364768
779,44,Male,38493,Rarely,11.718333493142495,Italian,Dine-in,0,1,0,26.74111513983059
780,23,Male,84982,Weekly,94.53822338134528,Italian,Takeaway,1,1,1,1.8882545471534473
781,65,Female,59454,Monthly,154.50568630010832,Italian,Takeaway,0,1,0,24.26547836
782,67,Female,84121,Monthly,72.04320631323584,Italian,Takeaway,0,0,1,41.82277174881369
783,63,Female,140124,Monthly,65.08924962918799,Chinese,Takeaway,0,0,1,17.13696126163647
784,68,Female,94282,Monthly,181.83020709907927,Mexican,Dine-in,1,0,0,39.243121226800355
785,24,Male,31796,Daily,54.762343208731764,Italian,Takeaway,0,0,0,56.499407010275355
786,27,Male,56966,Monthly,32.964529365382475,Italian,Dine-in,0,0,0,58.513454859649876
787,50,Female,64939,Monthly,113.3417551234619,Chinese,Dine-in,0,1,0,46.49268651138413
788,25,Male,117497,Monthly,124.6264536960268,Chinese,Dine-in,0,0,0,18.277311876049637
789,30,Male,46377,Daily,19.816153126424375,Italian,Dine-in,0,1,0,27.82728689
790,58,Female,97030,Weekly,158.0323675513539,American,Takeaway,0,0,1,27.85747132410039
791,67,Male,117452,Daily,175.31373927611426,Indian,Takeaway,1,1,1,44.627542480910854
792,57,Female,101362,Weekly,97.50388112,Mexican,Takeaway,1,0,1,25.24771261569699
793,65,Male,60717,Daily,66.35946150585394,Mexican,Dine-in,0,1,1,50.458591342416945
794,67,Female,52717,Rarely,72.29703458246388,Indian,Dine-in,0,1,1,4.254176173334551
795,35,Female,78909,Rarely,31.84435109354058,American,Dine-in,1,0,1,30.167191384080883
796,63,Male,130870,Weekly,75.65118253051881,Indian,Takeaway,1,0,0,42.50120086329454
797,59,Male,149006,Weekly,156.26111540181313,Mexican,Dine-in,0,0,0,49.362536769025084
798,42,Male,120750,Rarely,182.71142846916652,American,Takeaway,1,0,0,2.080186860877189
799,39,Male,97583,Rarely,124.09763666589603,Indian,Takeaway,0,0,0,46.38657493
800,43,Male,32863,Monthly,181.2632909578462,Chinese,Takeaway,0,1,1,50.81000251264156
801,52,Male,111967,Rarely,137.7476553926175,American,Dine-in,0,1,0,20.887858932605212
802,52,Male,143420,Rarely,176.78397933412256,Mexican,Dine-in,0,0,1,43.65004405085768
803,66,Female,28073,Weekly,167.0862907790414,Chinese,Takeaway,0,0,1,0.8387493070477969
804,22,Female,120539,Daily,92.34242103351995,Chinese,Takeaway,0,1,1,27.241392164311616
805,34,Female,112055,Rarely,167.34391002167646,American,Dine-in,0,1,0,30.649036730269714
806,53,Female,48489,Weekly,170.00275538261735,Indian,Takeaway,1,0,1,40.306227086887475
807,57,Female,142449,Rarely,102.63996746740673,Italian,Takeaway,0,0,0,42.27810518380429
808,58,Female,132047,Weekly,21.166367672278135,American,Takeaway,0,0,1,14.857722498541078
809,42,Male,84666,Monthly,83.78438946089133,Italian,Dine-in,1,0,0,22.367982393571893
810,46,Female,109006,Rarely,52.20963087162136,Italian,Takeaway,0,0,1,40.04128854732074
811,59,Male,43697,Monthly,50.57543420593007,Italian,Dine-in,0,0,1,5.6157617811236165
812,41,Female,132528,Weekly,164.85225727922943,Chinese,Dine-in,0,1,0,20.48668881215928
813,22,Female,90630,Monthly,10.787861744745532,American,Takeaway,1,1,0,5.320459848089174
814,25,Male,30580,Weekly,197.52039216896063,Indian,Takeaway,0,0,1,51.51607010754032
815,30,Female,106716,Monthly,79.97055862552901,Mexican,Dine-in,0,0,1,59.862386247726285
816,23,Male,107630,Rarely,95.54284391700442,Italian,Dine-in,0,0,0,52.390291786570714
817,50,Female,114661,Rarely,135.0928453927554,American,Takeaway,0,1,1,58.75510618949439
818,38,Male,124096,Weekly,118.07726945372674,Chinese,Dine-in,0,0,1,4.811657511133037
819,44,Male,78605,Rarely,154.93974170365198,Mexican,Takeaway,0,1,0,0.001380297
820,55,Female,25889,Monthly,36.84967781545096,Chinese,Takeaway,0,0,0,22.998966319675255
821,59,Female,66116,Rarely,52.19439457326059,Mexican,Takeaway,1,0,0,26.067284933102087
822,39,Male,81042,Monthly,114.1059013614599,Mexican,Dine-in,0,1,1,51.683657814721805
823,40,Male,96164,Monthly,59.14036737221908,Italian,Takeaway,0,0,1,30.533702797870088
824,28,Male,55083,Monthly,176.61044905704867,Indian,Takeaway,0,0,0,54.25606515142513
825,47,Male,81504,Weekly,199.9735265228343,Mexican,Dine-in,0,0,1,6.168722560922801
826,56,Female,136815,Monthly,44.92944195611125,American,Dine-in,0,0,1,48.03267480811682
827,61,Male,105862,Weekly,45.784535364855024,Mexican,Dine-in,1,0,0,43.71594076
828,34,Male,64756,Weekly,115.34299221949531,Mexican,Takeaway,0,1,1,50.842745265818245
829,43,Female,148425,Weekly,53.39787916146903,Indian,Takeaway,0,1,0,23.512129120837496
830,18,Female,88711,Weekly,168.29056314968932,Italian,Takeaway,1,0,1,12.75702476072659
831,49,Female,37343,Monthly,89.26542067423735,Chinese,Dine-in,0,1,1,33.29199316820879
832,42,Female,23262,Weekly,98.58966675519244,Chinese,Takeaway,0,0,0,15.928013050041978
833,59,Female,138471,Weekly,13.889778950491268,Indian,Dine-in,1,0,0,48.08229932964473
834,35,Male,69161,Rarely,161.29108141657406,Chinese,Takeaway,0,0,1,7.583096137113914
835,57,Female,85820,Daily,79.39777997059026,Chinese,Dine-in,0,1,1,42.88181161081653
836,69,Male,124582,Weekly,35.922393627859904,American,Takeaway,0,0,0,27.36207071420367
837,37,Male,81926,Daily,51.082843654052176,Indian,Dine-in,0,0,1,56.04419529
838,52,Male,100057,Monthly,127.66224521293039,Indian,Dine-in,0,1,0,11.08474823230348
839,69,Female,51842,Monthly,90.88412759,American,Dine-in,0,0,0,59.273859242511946
840,23,Male,56374,Rarely,30.835717349984744,Italian,Dine-in,1,1,0,51.46134654220489
841,19,Female,59251,Monthly,123.76636048920506,Indian,Dine-in,0,1,0,20.01029978439221
842,65,Female,82771,Rarely,100.04558470088455,Mexican,Takeaway,1,0,0,33.408149084792534
843,53,Male,38928,Daily,82.26121556349031,Italian,Takeaway,1,1,1,17.25783469593967
844,55,Female,132925,Monthly,104.92829757860122,Indian,Dine-in,0,1,0,2.381627888336728
845,53,Female,117007,Monthly,31.36988459937728,American,Dine-in,0,0,1,12.509929993603654
846,46,Female,58377,Rarely,191.1394173,Chinese,Dine-in,0,0,0,49.26764525312597
847,33,Female,37228,Weekly,16.221325887765083,Mexican,Takeaway,0,0,1,52.88546792896031
848,31,Female,33733,Rarely,24.29559190003533,Italian,Takeaway,0,0,1,50.53751960009723
849,18,Female,26732,Daily,178.15067546094747,Chinese,Takeaway,1,1,0,32.96491819382168
850,40,Male,37366,Monthly,29.810855379637392,Chinese,Takeaway,0,1,0,29.614095756995475
851,28,Female,135894,Rarely,172.7751955413261,Chinese,Takeaway,0,1,0,58.99201836255528
852,67,Female,63976,Monthly,64.84146878735265,American,Dine-in,0,1,0,21.699150607955147
853,59,Male,104089,Monthly,140.70717633381668,Italian,Takeaway,0,0,0,44.77127297714085
854,65,Female,33024,Weekly,184.2370362,Chinese,Dine-in,0,1,1,30.25877486579941
855,58,Male,30928,Rarely,16.076617619576073,Italian,Dine-in,0,0,1,15.811120196485449
856,46,Male,42055,Rarely,57.20093873130391,Chinese,Takeaway,1,0,1,35.89625746529664
857,60,Female,39596,Weekly,16.831154358643346,Chinese,Takeaway,0,0,1,22.548226374482354
858,27,Male,29233,Monthly,137.4371604065399,American,Takeaway,0,1,1,11.570682041096871
859,54,Male,114257,Monthly,126.3816371955224,Mexican,Takeaway,0,0,1,50.24550643189125
860,32,Female,77834,Daily,63.54255049,Chinese,Takeaway,0,1,0,5.409782678051654
861,26,Male,114739,Monthly,98.53907642583063,Chinese,Dine-in,0,0,0,15.49278600639335
862,51,Female,103678,Daily,111.30103932810398,Chinese,Dine-in,0,1,0,13.028538970949516
863,22,Female,60978,Monthly,20.597347215301376,Chinese,Takeaway,0,0,1,31.788070804494716
864,54,Female,92219,Weekly,161.24861370972803,Mexican,Takeaway,0,1,1,47.41376468698968
865,63,Male,73684,Monthly,149.17051849163366,Chinese,Takeaway,0,1,0,54.00283230965103
866,37,Female,80987,Rarely,29.45864670639577,Indian,Dine-in,0,1,0,40.70981044050509
867,65,Male,83795,Weekly,108.71032736237073,Chinese,Dine-in,1,0,0,12.444720719025636
868,44,Male,121995,Weekly,107.96508009936795,American,Dine-in,0,0,1,35.16756189705207
869,67,Female,40132,Monthly,137.0001440429446,Indian,Takeaway,0,1,0,15.58497656468562
870,37,Male,46888,Rarely,168.90950043757067,Indian,Takeaway,0,1,0,46.66917124903171
871,58,Male,117392,Monthly,84.76835014722208,American,Dine-in,0,0,0,49.870181022947136
872,51,Male,120651,Monthly,171.19684372354428,Mexican,Dine-in,0,0,0,4.119493709
873,61,Male,53243,Rarely,45.62339709234186,American,Dine-in,0,0,1,57.04250765329644
874,25,Female,145582,Rarely,153.63769579420108,Chinese,Dine-in,1,0,1,37.82694814325005
875,23,Female,113128,Monthly,109.40101691727145,American,Dine-in,0,0,0,4.661463005
876,45,Male,81659,Rarely,28.238288875040297,Chinese,Dine-in,0,1,1,30.120605239092924
877,34,Male,71400,Rarely,33.028422627921046,Chinese,Dine-in,1,1,0,38.10683444669052
878,45,Female,33354,Weekly,48.95719467224002,Italian,Dine-in,0,0,1,7.053105845357082
879,40,Female,105103,Rarely,191.41182258182457,Mexican,Dine-in,1,0,1,53.79366291821155
880,28,Male,21013,Monthly,124.79122356116706,Italian,Takeaway,1,0,0,49.389774834930634
881,32,Male,115561,Monthly,185.40145786385608,Italian,Takeaway,0,0,0,19.287737377033153
882,42,Female,29377,Monthly,35.907718018430685,American,Takeaway,0,0,1,26.989066107482113
883,39,Female,81856,Monthly,10.96138508479119,American,Dine-in,0,0,1,46.167339537143214
884,59,Male,26530,Daily,155.15494658675834,American,Takeaway,0,0,1,24.605249021254856
885,22,Male,139877,Rarely,112.72594900341915,Indian,Dine-in,1,1,1,19.40318338
886,68,Male,81959,Monthly,171.93537319325506,Chinese,Takeaway,0,0,1,24.14786096935921
887,60,Male,87656,Monthly,141.28071971605854,American,Takeaway,1,1,0,25.874070415671543
888,62,Male,91688,Weekly,104.45467983072507,Indian,Takeaway,1,1,1,47.59745289789018
889,57,Female,53277,Monthly,124.1532335369126,Chinese,Takeaway,0,0,1,32.00725420033173
890,68,Female,82561,Monthly,48.75260811690517,Chinese,Dine-in,1,0,0,7.013674283526861
891,65,Female,104032,Weekly,129.9634582976081,Indian,Takeaway,0,0,0,40.78510134878977
892,37,Female,149658,Daily,24.919682059556408,Chinese,Dine-in,1,0,0,7.846623377451114
893,56,Female,78086,Daily,144.82386956267354,Chinese,Dine-in,0,1,0,42.25347089648719
894,24,Male,50879,Weekly,19.172642445384106,Mexican,Dine-in,0,1,0,23.677844980040273
895,36,Male,89941,Daily,85.44055181988527,Chinese,Dine-in,0,1,0,28.532248646260296
896,47,Female,111573,Monthly,67.99235342188125,Mexican,Dine-in,0,1,1,12.831294929213684
897,18,Male,72238,Monthly,62.12031773,American,Takeaway,1,1,1,50.794699847715194
898,66,Female,117916,Weekly,33.67807208,Mexican,Dine-in,1,1,1,8.847471839238105
899,57,Male,27829,Monthly,19.17556855710393,Mexican,Dine-in,1,1,0,49.532432588512904
900,37,Female,22230,Weekly,179.3577899206674,Mexican,Dine-in,0,0,1,14.122936133441774
901,23,Female,77844,Weekly,113.71794874220734,Indian,Takeaway,1,1,0,54.597968919551754
902,43,Female,149118,Weekly,90.35308747568939,Italian,Dine-in,1,1,0,38.49156130144331
903,40,Male,67199,Weekly,12.509853559569923,Italian,Takeaway,0,0,0,48.62787468355047
904,29,Female,86899,Weekly,176.27064547453443,Chinese,Dine-in,0,0,0,27.84380221151995
905,36,Male,94510,Rarely,120.27094845751628,Indian,Takeaway,1,0,0,48.32593552524729
906,28,Male,98058,Daily,74.71047144069168,American,Takeaway,0,1,1,37.70619763
907,18,Male,33736,Weekly,164.95746658073307,Mexican,Dine-in,0,1,0,9.708082083897763
908,42,Male,124552,Weekly,131.66967024590775,Chinese,Takeaway,0,1,1,4.837923982
909,45,Male,35395,Rarely,190.88442218410168,Chinese,Dine-in,0,0,0,46.52570530486041
910,64,Female,146852,Monthly,26.717018627385954,American,Dine-in,0,0,1,41.75420024600476
911,69,Female,71808,Weekly,140.8388472280615,American,Takeaway,0,0,1,10.129259207354144
912,68,Female,35185,Weekly,86.66911904488802,Mexican,Takeaway,1,1,1,10.07937259
913,55,Female,21676,Weekly,96.74964613308248,American,Takeaway,0,0,1,45.734123724650274
914,46,Male,127276,Weekly,164.38234696198506,American,Dine-in,0,0,1,33.41491345361922
915,53,Male,102136,Weekly,154.72946050731346,Indian,Dine-in,0,1,0,12.74638265093821
916,66,Female,89919,Daily,59.16874125649566,Italian,Dine-in,0,0,1,7.784940240717127
917,27,Female,28317,Daily,56.02901182750218,Indian,Dine-in,1,1,0,11.040261320775455
918,68,Female,49070,Weekly,123.97533347999541,Indian,Takeaway,1,0,1,22.52611768511208
919,44,Female,36731,Weekly,138.7091002885181,Chinese,Dine-in,0,0,0,49.125116236390944
920,69,Female,132180,Weekly,37.662293891478015,Italian,Dine-in,1,1,0,30.15279748829514
921,51,Male,98793,Weekly,102.84897436751811,Mexican,Dine-in,0,0,0,49.34054766558948
922,66,Male,32487,Monthly,53.28071187261856,American,Takeaway,0,1,0,14.220371998491682
923,18,Female,37819,Monthly,186.80800253074213,Chinese,Dine-in,0,0,0,14.206976990754885
924,25,Male,26355,Monthly,69.62698685169653,Italian,Dine-in,0,0,1,42.417059691792836
925,54,Male,86543,Weekly,152.50763980673295,Chinese,Dine-in,0,0,0,56.590525796577246
926,67,Male,117648,Weekly,94.40441844,Italian,Dine-in,0,0,0,29.12231099560496
927,55,Male,118250,Monthly,192.33446249948867,Chinese,Dine-in,0,1,0,27.536980013121447
928,23,Female,105464,Daily,44.149599546751624,Mexican,Takeaway,0,0,0,40.52250998194499
929,38,Male,51873,Daily,140.16681550400773,Italian,Dine-in,1,1,0,21.71101441381181
930,53,Male,38795,Daily,119.94013234211236,American,Dine-in,1,0,0,45.65139842130393
931,28,Male,32355,Weekly,87.75154678840202,Chinese,Dine-in,0,1,0,59.427324585882545
932,62,Female,112173,Monthly,74.31785093440077,American,Dine-in,0,1,0,10.69242363183462
933,26,Female,63111,Rarely,142.71068196753276,Indian,Dine-in,1,0,1,22.64363767161351
934,46,Male,20312,Daily,46.10172985478595,American,Dine-in,0,0,0,0.6740306695882547
935,27,Male,24045,Weekly,16.312772162081274,Mexican,Takeaway,0,0,0,57.06419914072057
936,64,Female,28666,Monthly,76.38581439029423,Mexican,Dine-in,0,1,0,44.73677334079932
937,41,Female,68313,Weekly,65.17347118294035,Indian,Takeaway,1,0,1,40.262814742464606
938,35,Male,111143,Rarely,39.794432210860165,Mexican,Takeaway,0,0,0,13.532128246541042
939,62,Male,135545,Daily,32.947084905973526,Indian,Takeaway,0,0,0,14.581919151648313
940,68,Female,142488,Rarely,134.2541013817185,Mexican,Takeaway,1,0,1,6.407932128775453
941,50,Female,147673,Monthly,71.97721681512674,Italian,Dine-in,1,0,1,37.322290288854845
942,45,Female,21712,Monthly,116.7042536366184,Chinese,Takeaway,1,1,1,57.969668443138104
943,45,Female,126811,Rarely,32.99976137878065,Chinese,Dine-in,1,0,0,24.103727577574993
944,37,Female,76586,Daily,162.82966479251388,Chinese,Dine-in,0,1,0,43.67959338064105
945,53,Male,118602,Daily,102.82772239309166,Chinese,Dine-in,0,0,0,21.005649829598102
946,48,Male,134375,Weekly,35.60818532113152,Indian,Dine-in,1,0,0,4.771248989117824
947,33,Female,124339,Weekly,78.28989623054906,Italian,Takeaway,0,0,1,51.99130846363711
948,31,Male,75218,Daily,93.35382848073951,Italian,Dine-in,0,0,1,47.08275035
949,56,Male,101953,Rarely,59.87254085894861,American,Takeaway,0,0,1,4.773750369268434
